app_id,avg_m1,avg_m2,avg_m3,peak_m1,peak_m2,peak_m3,is_free,price_usd,age_months,age_since_release_months,genres,categories,pred_p10_players,pred_p50_players,pred_p90_players,row_error
1288320,225.7,242.24,234.91,525.0,528.0,457.0,0,29.99,5,,['Adventure' 'Simulation' 'Sports'],"['Single-player' 'Multi-player' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'Full controller support' 'Steam Trading Cards'
 'Steam Cloud' 'Family Sharing']",216.90018649266253,273.6410906497958,379.61625701098325,
1706820,24.09,1.65,3.41,737.0,25.0,89.0,0,1.99,5,,['Adventure' 'Casual' 'Indie'],"['Single-player' 'Steam Achievements' 'Steam Trading Cards' 'Steam Cloud'
 'Family Sharing']",0.7854793176784066,5.935899571967547,145.1150724536723,
42960,397.89,401.15,387.22,733.0,741.0,751.0,0,19.99,5,,['Strategy'],['Single-player' 'Multi-player' 'Steam Trading Cards' 'Family Sharing'],308.86490358632005,430.7558395942049,502.66683245146356,
2458830,141.16,224.08,27.66,321.0,1282.0,60.0,0,24.99,5,,['Action' 'Adventure' 'RPG'],"['Single-player' 'Multi-player' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'Full controller support' 'Steam Cloud' 'Stats'
 'Family Sharing']",17.893588459057735,44.13135064372053,585.7380628520858,
1599340,18338.22,14068.95,11762.14,35241.0,24506.0,25149.0,1,,5,,['Action' 'Adventure' 'Massively Multiplayer' 'RPG' 'Free To Play'],"['Single-player' 'Multi-player' 'MMO' 'PvP' 'Online PvP' 'Co-op'
 'Online Co-op' 'Steam Achievements' 'In-App Purchases'
 'Adjustable Text Size' 'Camera Comfort' 'Color Alternatives'
 'Custom Volume Controls' 'Keyboard Only Option'
 'Playable without Timed Input' 'Save Anytime'
 'Partial Controller Support']",7535.420975051078,12151.07391519246,18585.358104082417,
2892880,666.38,581.91,574.36,820.0,671.0,669.0,1,,5,,['Casual' 'Massively Multiplayer' 'Simulation' 'Free To Play'],['Multi-player' 'MMO'],459.87923118512214,584.1595257930702,863.3597150081771,
1778820,4630.84,4627.31,5315.13,7307.0,7112.0,9677.0,0,59.99,5,,['Action'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP'
 'Shared/Split Screen PvP' 'Shared/Split Screen' 'Steam Achievements'
 'Steam Trading Cards' 'Partial Controller Support' 'Steam Cloud'
 'Family Sharing']",3824.137712747988,5410.689189759347,7483.740555329314,
302670,171.08,169.65,166.0,334.0,299.0,310.0,0,14.99,5,,['Action' 'Indie' 'Simulation' 'Strategy'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'Steam Trading Cards' 'Steam Workshop'
 'In-App Purchases' 'Partial Controller Support' 'Steam Cloud' 'Stats'
 'Steam Leaderboards' 'Includes level editor' 'Family Sharing']",152.64181275490748,182.85636100056678,211.946389033525,
39140,429.06,428.34,531.28,698.0,794.0,956.0,0,,5,,['RPG'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Remote Play on Phone' 'Remote Play on Tablet' 'Family Sharing']",362.4701191989878,547.0599517906163,852.576922365863,
1360000,195.11,138.63,109.66,406.0,285.0,209.0,0,,5,,['Action' 'Casual' 'Indie' 'Simulation' 'Early Access'],['Single-player' 'Full controller support' 'Steam Cloud' 'Family Sharing'],95.53443951334097,156.37383136831204,285.4208592916947,
1449850,17271.66,16319.66,14939.59,39105.0,37733.0,40922.0,1,,5,,['Simulation' 'Strategy' 'Free To Play'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP'
 'Cross-Platform Multiplayer' 'Steam Achievements' 'Steam Trading Cards'
 'In-App Purchases']",10062.942313117923,16905.850354482056,23037.807239189526,
220700,254.12,265.27,246.87,346.0,342.0,338.0,0,69.99,5,,"['Adventure' 'RPG' 'Design & Illustration' 'Education' 'Web Publishing'
 'Game Development']",['Steam Trading Cards' 'Steam Workshop'],141.847731095193,262.1134996177273,355.5990706629619,
485510,303.22,658.22,566.51,614.0,1629.0,1193.0,0,49.99,5,,['Action' 'RPG'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'Steam Trading Cards' 'Partial Controller Support'
 'Steam Cloud' 'Stats' 'Steam Leaderboards' 'Family Sharing']",308.1353886657428,505.1249976569945,860.8453042643125,
337410,568.49,535.19,459.4,822.0,1111.0,710.0,1,,5,,['Massively Multiplayer' 'RPG' 'Free To Play'],"['Multi-player' 'MMO' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Steam Trading Cards' 'In-App Purchases']",308.9503082516662,475.59261440377077,625.8262587887849,
597170,279.39,297.34,377.34,686.0,602.0,1329.0,0,6.99,5,,['Action' 'Indie'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Cross-Platform Multiplayer' 'Steam Achievements'
 'Full controller support' 'Captions available' 'Steam Workshop'
 'Steam Cloud' 'Includes level editor' 'Family Sharing']",265.22325908951177,390.38338618422404,566.905083970153,
20900,662.79,670.2,584.69,2128.0,1436.0,1257.0,0,9.99,5,,['Action' 'RPG'],"['Single-player' 'Camera Comfort' 'Color Alternatives'
 'Custom Volume Controls' 'Adjustable Difficulty' 'Mouse Only Option'
 'Playable without Timed Input' 'Save Anytime' 'Stereo Sound'
 'Steam Cloud' 'Family Sharing']",429.44316066213565,638.5622064820874,983.0073448412285,
19680,337.81,314.2,341.95,636.0,643.0,624.0,0,9.99,5,,['Action' 'Adventure'],['Single-player' 'Partial Controller Support' 'Family Sharing'],302.59927945672433,375.8029284514725,551.6490478104132,
286690,2118.34,1316.58,1055.42,6746.0,2465.0,1902.0,0,1.99,5,,['Action'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Steam Trading Cards' 'Steam Cloud' 'Family Sharing']",683.8735756374099,1155.6539570492685,1833.7870275255925,
48700,2950.44,3256.33,3376.79,5202.0,5826.0,5731.0,0,19.99,5,,['Action' 'RPG'],"['Single-player' 'Multi-player' 'Steam Achievements' 'Steam Trading Cards'
 'Steam Workshop' 'Family Sharing']",2593.4762850298425,3648.206274622142,5217.22595060193,
1433140,596.08,303.95,262.71,1341.0,565.0,477.0,0,,5,,['Action' 'Indie'],"['Multi-player' 'PvP' 'Online PvP' 'Steam Achievements'
 'Full controller support' 'Steam Trading Cards' 'Steam Cloud'
 'Family Sharing']",203.4680885453466,287.91243822302846,474.8989370737592,
2569510,589.82,607.97,587.98,989.0,981.0,977.0,1,,5,,['Sports' 'Free To Play'],"['Multi-player' 'PvP' 'Online PvP' 'Cross-Platform Multiplayer'
 'Full controller support' 'In-App Purchases']",468.4836289825197,610.9940557512087,735.194154063104,
228180,366.38,360.77,352.71,574.0,563.0,550.0,0,29.99,5,,"['Audio Production' 'Education' 'Software Training' 'Utilities'
 'Video Production' 'Web Publishing']",[],333.3628710994341,375.91766310614514,445.1667484921396,
1147560,965.72,852.67,829.51,2348.0,1894.0,1535.0,0,9.99,5,,['Action' 'Indie'],"['Single-player' 'Full controller support' 'Steam Cloud'
 'Remote Play on Phone' 'Remote Play on Tablet' 'Remote Play on TV'
 'Family Sharing']",599.005423002418,925.7065626253335,1627.920679040371,
1196590,1129.43,3483.48,2120.42,2457.0,7765.0,4119.0,0,29.99,5,,['Action'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Steam Trading Cards' 'Steam Cloud' 'HDR available' 'Family Sharing']",968.9552046332392,1760.5410258892864,2964.5188050786637,
1809540,1441.29,813.89,889.89,4214.0,1818.0,1787.0,0,29.99,5,,['Action' 'Adventure' 'Indie'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Color Alternatives' 'Custom Volume Controls' 'Adjustable Difficulty'
 'Keyboard Only Option' 'Stereo Sound' 'Steam Cloud' 'Steam Leaderboards'
 'Family Sharing']",569.975016445793,937.6110721585459,1637.1185470288967,
365360,1555.59,1309.19,1224.2,2752.0,2025.0,1939.0,0,8.99,5,,['RPG' 'Simulation' 'Strategy'],"['Single-player' 'Steam Achievements' 'Steam Trading Cards' 'Steam Cloud'
 'Remote Play on Tablet' 'Family Sharing']",838.2648423471476,1257.2131053989083,2055.386105596428,
1361210,5728.1,11593.25,9943.84,15561.0,42994.0,18029.0,0,,5,,['Action' 'Adventure' 'RPG'],"['Multi-player' 'Co-op' 'Online Co-op' 'Cross-Platform Multiplayer'
 'Steam Achievements' 'Captions available' 'In-App Purchases'
 'Partial Controller Support' 'Family Sharing']",5248.780829506031,8774.061066139575,14626.811925979831,
1453840,2.15,10.88,14.11,31.0,66.0,143.0,0,,5,,['Casual' 'Indie' 'Massively Multiplayer'],"['Multi-player' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'Steam Trading Cards' 'Family Sharing']",3.139927230705136,15.202931431924364,76.51620624590775,
1649240,113.79,92.0,135.04,275.0,313.0,354.0,0,59.99,5,,['Action'],"['Single-player' 'Multi-player' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'Full controller support' 'Adjustable Text Size'
 'Camera Comfort' 'Color Alternatives' 'Custom Volume Controls'
 'Save Anytime' 'Stereo Sound' 'Subtitle Options' 'Surround Sound'
 'Steam Cloud' 'Family Sharing']",121.45790747683982,173.4947276891313,314.1319662696797,
20920,472.14,528.03,481.38,1331.0,1169.0,986.0,0,19.99,5,,['RPG'],"['Single-player' 'Steam Achievements' 'Steam Trading Cards'
 'Camera Comfort' 'Color Alternatives' 'Custom Volume Controls'
 'Adjustable Difficulty' 'Playable without Timed Input' 'Save Anytime'
 'Stereo Sound' 'Surround Sound' 'Partial Controller Support'
 'Steam Cloud' 'Steam Leaderboards' 'Family Sharing']",354.8321793830079,540.7717461351679,990.221236021001,
214510,213.22,178.07,167.44,682.0,401.0,339.0,0,19.99,5,,['Action' 'Adventure'],"['Single-player' 'Multi-player' 'Shared/Split Screen' 'Steam Achievements'
 'Full controller support' 'Steam Cloud' 'Remote Play on Phone'
 'Remote Play on Tablet' 'Remote Play on TV' 'Remote Play Together'
 'Family Sharing']",138.10179750691435,190.9119352945464,287.51010225351683,
692850,191.89,262.45,217.52,397.0,525.0,432.0,0,,5,,['Action' 'Adventure' 'RPG'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP'
 'Shared/Split Screen PvP' 'Co-op' 'Online Co-op'
 'Shared/Split Screen Co-op' 'Shared/Split Screen' 'Steam Achievements'
 'Full controller support' 'Custom Volume Controls'
 'Adjustable Difficulty' 'Playable without Timed Input' 'Stereo Sound'
 'Subtitle Options' 'Steam Cloud' 'Remote Play on Phone'
 'Remote Play on Tablet' 'Remote Play on TV' 'Remote Play Together'
 'Family Sharing']",187.39054316441374,250.81919131816448,352.854776125712,
3990,160.17,159.86,156.27,245.0,252.0,255.0,0,4.99,5,,['Strategy'],['Single-player' 'Family Sharing'],155.92606110130328,171.30339742799404,214.17074053311347,
285310,193.66,187.89,206.29,378.0,392.0,412.0,0,5.99,5,,['Simulation' 'Strategy'],['Single-player' 'Family Sharing'],187.584928554457,241.0226316197895,333.7567171458745,
32370,397.71,401.73,304.44,768.0,705.0,523.0,0,9.99,5,,['Adventure' 'RPG'],['Single-player' 'Steam Cloud' 'Family Sharing'],225.69332202979876,351.1815119333428,529.3084025906882,
404790,1100.67,1096.75,1185.44,1509.0,1456.0,1691.0,1,,5,,['Game Development'],['Partial Controller Support' 'Includes level editor'],870.8609094605877,1197.5522089025717,1728.9196094250385,
2832330,1040.77,1065.01,938.31,1629.0,1657.0,1551.0,1,,5,,['Action' 'Casual' 'RPG' 'Free To Play'],['Single-player' 'Multi-player' 'PvP' 'In-App Purchases'],687.1139914357631,901.9441993041586,1154.9344649616573,
471710,1088.2,1201.0,1265.05,2000.0,1816.0,1942.0,1,,5,,['Adventure' 'Casual' 'Massively Multiplayer' 'Free To Play'],"['Multi-player' 'MMO' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Cross-Platform Multiplayer' 'Full controller support'
 'Tracked Controller Support' 'VR Supported' 'SteamVR Collectibles'
 'In-App Purchases' 'Includes level editor']",926.6609628006329,1274.6243007761323,1792.157935487561,
1197260,501.91,481.41,420.8,663.0,626.0,570.0,1,,5,,['Action' 'Indie' 'Strategy' 'Free To Play'],"['Single-player' 'Steam Achievements' 'In-App Purchases'
 'Color Alternatives' 'Custom Volume Controls'
 'Playable without Timed Input' 'Save Anytime' 'Steam Cloud'
 'Steam Leaderboards']",302.3564358505446,405.48381547914187,551.952489121257,
690830,1326.21,1064.39,1182.58,2600.0,2130.0,2497.0,0,34.99,5,,['Indie' 'Simulation' 'Strategy'],['Single-player' 'Steam Achievements' 'Steam Cloud' 'Family Sharing'],836.8641590214023,1260.0558363420241,2036.3277027118843,
213670,315.87,342.43,354.47,631.0,801.0,726.0,0,7.49,5,,['Action' 'Adventure' 'RPG'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Remote Play on Phone' 'Remote Play on Tablet' 'Remote Play on TV'
 'Family Sharing']",296.01335044259446,385.44842224798623,640.2530594620581,
2349820,5357.6,4353.37,3755.94,11455.0,10387.0,8383.0,1,,5,,['Action' 'Adventure' 'Massively Multiplayer' 'RPG' 'Free To Play'],"['Multi-player' 'MMO' 'PvP' 'Online PvP' 'Steam Achievements'
 'In-App Purchases' 'Remote Play Together']",2353.63021890751,3730.3183411888035,6544.010966771223,
339600,248.69,240.87,220.67,355.0,379.0,323.0,1,,5,,['Massively Multiplayer' 'Strategy' 'Free To Play'],"['Multi-player' 'MMO' 'PvP' 'Online PvP' 'Cross-Platform Multiplayer'
 'Steam Achievements']",196.21494898041456,224.6493092122403,262.48562586846424,
1128810,1949.14,1955.78,2108.79,3305.0,3120.0,3808.0,1,,5,,['Casual' 'Strategy' 'Free To Play'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP'
 'Shared/Split Screen PvP' 'Co-op' 'Online Co-op'
 'Shared/Split Screen Co-op' 'Shared/Split Screen'
 'Cross-Platform Multiplayer' 'Steam Achievements' 'In-App Purchases'
 'Remote Play on Phone' 'Remote Play on Tablet' 'Remote Play Together']",1669.3377344066464,2167.4056526086224,3089.315166945007,
15370,251.86,249.96,276.42,483.0,492.0,504.0,0,2.49,5,,['Strategy'],['Single-player' 'Family Sharing'],237.18449702136863,314.9674224646074,403.77195359165523,
24200,355.25,420.28,470.34,687.0,650.0,828.0,1,,5,,['Action' 'Adventure' 'Massively Multiplayer' 'RPG' 'Free To Play'],"['Multi-player' 'MMO' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Cross-Platform Multiplayer' 'Steam Achievements'
 'Partial Controller Support']",338.39658293714444,458.93454705216834,673.2795815016136,
235460,280.21,476.95,326.03,522.0,1304.0,553.0,0,29.99,5,,['Action'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Steam Cloud' 'Family Sharing']",261.6548736365255,335.374993142336,517.6627822692477,
1649950,46.94,87.75,71.67,99.0,220.0,157.0,0,24.99,5,,['Simulation' 'Strategy'],"['Single-player' 'Steam Achievements' 'Steam Cloud' 'Steam Leaderboards'
 'Family Sharing']",58.52745115053448,95.60461417740785,403.35092072588344,
1106840,428.91,449.34,541.07,775.0,950.0,952.0,0,14.99,5,,['Adventure' 'Casual' 'Indie' 'Simulation' 'Strategy'],"['Single-player' 'Multi-player' 'Co-op' 'Shared/Split Screen Co-op'
 'Shared/Split Screen' 'Steam Achievements' 'Steam Trading Cards'
 'Steam Workshop' 'Partial Controller Support' 'Steam Cloud'
 'Remote Play Together' 'Family Sharing']",358.8070826608633,574.6253270418964,923.5980894665081,
550,22194.49,26652.22,26208.51,50899.0,52111.0,41687.0,0,9.99,5,,['Action'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'Full controller support' 'Steam Trading Cards'
 'Captions available' 'Steam Workshop' 'Camera Comfort'
 'Color Alternatives' 'Custom Volume Controls' 'Adjustable Difficulty'
 'Playable without Timed Input' 'Stereo Sound' 'Surround Sound'
 'Steam Cloud' 'Valve Anti-Cheat enabled' 'Stats' 'Includes Source SDK'
 'Commentary available' 'Remote Play on Phone' 'Remote Play on Tablet'
 'Remote Play on TV' 'Remote Play Together' 'Family Sharing'
 'Steam Timeline']",17962.65522139944,29179.39010829498,42699.587896796394,
386940,645.44,524.77,764.31,2048.0,1918.0,2195.0,0,14.99,5,,['Action' 'Casual' 'Indie'],"['Multi-player' 'PvP' 'Online PvP' 'Shared/Split Screen PvP' 'Co-op'
 'Online Co-op' 'Shared/Split Screen Co-op' 'Shared/Split Screen'
 'Cross-Platform Multiplayer' 'Steam Achievements'
 'Full controller support' 'Steam Trading Cards' 'Steam Cloud'
 'Includes level editor' 'Remote Play on TV' 'Remote Play Together'
 'Family Sharing']",486.9749787924681,799.7211331311504,1292.9743641204486,
360430,1145.43,950.16,862.27,2582.0,2151.0,1635.0,0,29.99,5,,['Action' 'Adventure'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Steam Trading Cards' 'Steam Cloud' 'Remote Play on Tablet'
 'Remote Play on TV' 'Family Sharing']",600.0142612178018,934.5488457727303,1558.831733358291,
3052450,470.68,565.34,606.59,1193.0,1040.0,1170.0,1,,5,,['RPG' 'Strategy' 'Free To Play'],['Single-player' 'Multi-player' 'PvP' 'In-App Purchases'],422.09585400527703,613.8576879884251,872.1344198449647,
3480,232.21,230.95,212.46,452.0,381.0,369.0,0,4.99,5,,['Casual'],"['Single-player' 'Remote Play on Phone' 'Remote Play on Tablet'
 'Family Sharing']",192.3251868263668,232.5724353150164,271.48237065134043,
4760,657.44,665.42,642.38,1142.0,1141.0,1096.0,0,,5,,['Strategy'],['Single-player' 'Multi-player' 'Steam Trading Cards' 'Family Sharing'],525.1335777830155,688.9440441302821,811.9232017492628,
333640,314.37,371.07,362.22,540.0,620.0,576.0,0,29.99,5,,['Adventure' 'Indie' 'RPG' 'Strategy'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Steam Workshop' 'Steam Cloud' 'Steam Leaderboards'
 'Includes level editor' 'Family Sharing']",307.00545709444987,383.7037053598384,524.088519745613,
1284410,523.57,547.65,511.63,853.0,919.0,829.0,1,,5,,['RPG' 'Strategy' 'Free To Play'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP'
 'Cross-Platform Multiplayer' 'Steam Achievements' 'Steam Trading Cards'
 'In-App Purchases' 'Camera Comfort' 'Color Alternatives'
 'Custom Volume Controls' 'Mouse Only Option'
 'Playable without Timed Input' 'Stereo Sound' 'Surround Sound'
 'Partial Controller Support' 'Remote Play on Tablet']",427.3771656696508,526.5890420987553,662.3406797599696,
1799520,11.55,8.96,8.46,23.0,20.0,22.0,0,6.99,5,,"['Casual' 'Indie' 'RPG' 'Simulation' 'Design & Illustration' 'Education'
 'Software Training' 'Utilities' 'Game Development']","['Single-player' 'Steam Achievements' 'Steam Trading Cards' 'Steam Cloud'
 'Family Sharing']",6.059723094045673,9.37181372070065,44.19978577839292,
2205850,176.99,118.22,96.74,458.0,250.0,205.0,0,,5,,['Adventure' 'Casual' 'Indie' 'RPG' 'Strategy'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Steam Trading Cards' 'Steam Cloud' 'Stats' 'Steam Leaderboards'
 'Family Sharing']",86.86020762956352,148.44161002244752,393.7960939183044,
632360,10521.08,7151.16,7255.97,18254.0,12610.0,11524.0,0,24.99,5,,['Action' 'Indie'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Full controller support' 'Steam Trading Cards' 'Adjustable Text Size'
 'Camera Comfort' 'Custom Volume Controls' 'Adjustable Difficulty'
 'Stereo Sound' 'Surround Sound' 'Steam Cloud' 'Steam Leaderboards'
 'Remote Play on Phone' 'Remote Play on Tablet' 'Remote Play on TV'
 'Family Sharing']",4617.729685312061,7303.4030920432015,12486.609408354036,
24790,372.71,336.35,330.31,717.0,590.0,547.0,0,,5,,['Action' 'Strategy'],"['Single-player' 'Steam Workshop' 'Steam Cloud' 'Includes level editor'
 'Family Sharing']",268.4743898123727,362.1084732842758,474.35460979580574,
2853730,216.07,212.26,864.94,502.0,651.0,1959.0,0,5.99,5,,['Action' 'RPG'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'Full controller support' 'Captions available'
 'In-App Purchases' 'HDR available']",202.2741113938025,368.90687807403754,1241.4065290504732,
1601580,1083.94,548.49,513.9,2838.0,1260.0,900.0,0,44.99,5,,['Simulation' 'Strategy'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Steam Trading Cards' 'Steam Workshop' 'Adjustable Text Size'
 'Custom Volume Controls' 'Adjustable Difficulty' 'Save Anytime'
 'Stereo Sound' 'Surround Sound' 'Steam Cloud' 'Family Sharing']",368.2134418010212,616.0381852964767,1154.965309151653,
2315690,394.88,294.64,245.26,647.0,483.0,352.0,0,,5,,['Simulation' 'Sports'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP'
 'Shared/Split Screen PvP' 'Co-op' 'Online Co-op'
 'Shared/Split Screen Co-op' 'Shared/Split Screen' 'Steam Achievements'
 'In-App Purchases' 'Partial Controller Support' 'Steam Cloud'
 'Remote Play Together' 'Family Sharing']",185.42036671896327,229.15741319021296,420.95516604947613,
488210,24.85,1.92,0.66,104.0,18.0,12.0,0,0.99,5,,['Action' 'Racing' 'Simulation' 'Sports'],"['Single-player' 'Steam Achievements' 'Steam Trading Cards'
 'Family Sharing']",0.1561392911813815,1.0776984068447266,13.035405680934714,
705210,578.54,519.85,400.11,1637.0,1707.0,1170.0,1,,5,,['Action' 'Casual' 'Indie' 'Racing'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP'
 'Shared/Split Screen PvP' 'Cross-Platform Multiplayer'
 'Steam Achievements' 'Steam Workshop' 'Partial Controller Support'
 'Steam Cloud' 'Stats' 'Steam Leaderboards' 'Includes level editor'
 'Remote Play Together']",280.27262652592043,422.4860514630846,606.266320346947,
1693980,664.79,660.46,842.22,1445.0,1964.0,1720.0,0,59.99,5,,['Action' 'Adventure'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Camera Comfort' 'Color Alternatives' 'Custom Volume Controls'
 'Adjustable Difficulty' 'Keyboard Only Option' 'Stereo Sound'
 'Subtitle Options' 'Surround Sound' 'Steam Cloud' 'HDR available'
 'Family Sharing']",574.1872181507096,878.1315257974072,1438.4020961331246,
1157700,104.51,105.57,102.38,179.0,164.0,166.0,0,19.99,5,,['Simulation' 'Sports' 'Strategy' 'Early Access'],"['Single-player' 'Steam Achievements' 'Steam Workshop'
 'Includes level editor' 'Family Sharing']",106.77941396800858,123.47457110569579,191.23352363703322,
842980,226.68,220.91,203.34,367.0,386.0,330.0,1,,5,,['Adventure' 'Indie' 'Massively Multiplayer' 'RPG' 'Free To Play'],"['Multi-player' 'PvP' 'Online PvP' 'Cross-Platform Multiplayer'
 'Steam Achievements']",179.2793898604803,213.98809638825577,243.39322369859323,
1611600,1133.15,990.55,787.59,2282.0,1876.0,1411.0,0,15.99,5,,['Action' 'Indie' 'Simulation' 'Strategy'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'Steam Cloud' 'Family Sharing']",533.0629968549592,822.666475913624,1157.6196364656114,
2344520,15384.41,6858.77,14228.59,37361.0,15534.0,34516.0,0,49.99,5,,['Action' 'RPG'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Cross-Platform Multiplayer' 'Steam Achievements'
 'Full controller support' 'In-App Purchases' 'Adjustable Text Size'
 'Camera Comfort' 'Color Alternatives' 'Adjustable Difficulty'
 'Keyboard Only Option' 'Mouse Only Option' 'Narrated Game Menus'
 'Playable without Timed Input' 'Save Anytime' 'Stereo Sound'
 'Subtitle Options']",4653.425290510247,11301.070103574779,37092.09342637577,
2780980,552.18,464.82,572.03,1406.0,1121.0,1378.0,0,9.99,5,,['Action' 'Casual' 'Indie' 'Strategy'],"['Multi-player' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Steam Trading Cards' 'Family Sharing']",400.7670481918112,640.668431349002,1138.9981231190482,
475150,758.88,727.65,782.67,1525.0,1486.0,1545.0,0,19.99,5,,['Action' 'RPG'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'Steam Trading Cards' 'Steam Workshop'
 'Partial Controller Support' 'Steam Cloud' 'Includes level editor'
 'Family Sharing']",603.2801397303723,847.5593703014952,1267.6575740239032,
2325290,3248.46,3267.43,2938.2,5516.0,6549.0,6475.0,1,,5,,"['Adventure' 'Casual' 'Indie' 'Massively Multiplayer' 'RPG' 'Free To Play'
 'Early Access']","['Single-player' 'Multi-player' 'MMO' 'Co-op' 'Online Co-op'
 'Cross-Platform Multiplayer' 'Full controller support' 'In-App Purchases'
 'HDR available']",2291.2319781207348,3098.0647473591657,4439.191289583036,
307960,263.28,201.04,193.09,629.0,524.0,475.0,0,49.99,5,,['Action' 'Simulation'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'VR Supported' 'Steam Trading Cards' 'Camera Comfort'
 'Custom Volume Controls' 'Adjustable Difficulty'
 'Playable without Timed Input' 'Stereo Sound' 'Surround Sound'
 'Partial Controller Support' 'Includes level editor' 'Family Sharing']",180.9725230984705,240.81877418670737,444.7263817745971,
1331550,490.47,474.84,440.56,969.0,1017.0,877.0,0,22.99,5,,['Indie' 'Simulation' 'Early Access'],"['Single-player' 'Steam Achievements' 'Steam Workshop' 'Steam Cloud'
 'Family Sharing']",352.6870310305241,488.17375308383544,661.9820329272997,
2630,168.43,166.29,154.82,354.0,384.0,322.0,0,19.99,5,,['Action'],['Single-player' 'Multi-player' 'Family Sharing'],145.05233079396257,179.50237472762555,253.71551491969507,
1264710,148.5,151.03,147.33,239.0,268.0,248.0,0,19.99,5,,['Casual' 'Simulation'],['Single-player' 'Steam Achievements' 'Steam Cloud' 'Family Sharing'],143.1748017612818,171.82227361095966,214.51210653089763,
240720,210.88,239.07,294.52,432.0,498.0,515.0,0,7.99,5,,['Action'],"['Single-player' 'Partial Controller Support' 'Commentary available'
 'Remote Play on Phone' 'Remote Play on Tablet' 'Family Sharing']",229.8244318926791,312.8933374725098,523.0308756247318,
719890,1114.02,1058.14,947.83,1772.0,1774.0,1389.0,0,,5,,['Adventure' 'Indie' 'Massively Multiplayer' 'Simulation' 'Early Access'],"['Multi-player' 'PvP' 'Online PvP' 'Full controller support'
 'Family Sharing']",693.9806865746714,948.5461305544405,1174.3340398164753,
850170,347.0,291.52,304.59,655.0,612.0,591.0,1,,5,,['Action' 'Strategy' 'Free To Play'],"['Single-player' 'Multi-player' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'In-App Purchases']",229.8274054560497,321.3513457915423,469.39951184535585,
1262540,242.78,192.24,223.99,548.0,439.0,499.0,0,29.99,5,,['Action' 'Adventure' 'Racing' 'Simulation'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'Full controller support' 'Steam Trading Cards']",185.0136593586377,250.6141734527909,448.8733037215634,
287390,479.62,392.85,441.13,1140.0,879.0,890.0,0,1.99,5,,['Action'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Steam Trading Cards' 'Steam Cloud' 'Remote Play on TV' 'Family Sharing']",323.4600099643779,512.0608209796538,861.2012539983574,
