app_id,avg_m1,avg_m2,avg_m3,peak_m1,peak_m2,peak_m3,is_free,price_usd,age_months,age_since_release_months,genres,categories
20900,662.79,670.2,584.69,2128.0,1436.0,1257.0,0,9.99,5,,['Action' 'RPG'],"['Single-player' 'Camera Comfort' 'Color Alternatives'
 'Custom Volume Controls' 'Adjustable Difficulty' 'Mouse Only Option'
 'Playable without Timed Input' 'Save Anytime' 'Stereo Sound'
 'Steam Cloud' 'Family Sharing']"
19680,337.81,314.2,341.95,636.0,643.0,624.0,0,9.99,5,,['Action' 'Adventure'],['Single-player' 'Partial Controller Support' 'Family Sharing']
286690,2118.34,1316.58,1055.42,6746.0,2465.0,1902.0,0,1.99,5,,['Action'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Steam Trading Cards' 'Steam Cloud' 'Family Sharing']"
48700,2950.44,3256.33,3376.79,5202.0,5826.0,5731.0,0,19.99,5,,['Action' 'RPG'],"['Single-player' 'Multi-player' 'Steam Achievements' 'Steam Trading Cards'
 'Steam Workshop' 'Family Sharing']"
1433140,596.08,303.95,262.71,1341.0,565.0,477.0,0,,5,,['Action' 'Indie'],"['Multi-player' 'PvP' 'Online PvP' 'Steam Achievements'
 'Full controller support' 'Steam Trading Cards' 'Steam Cloud'
 'Family Sharing']"
2569510,589.82,607.97,587.98,989.0,981.0,977.0,1,,5,,['Sports' 'Free To Play'],"['Multi-player' 'PvP' 'Online PvP' 'Cross-Platform Multiplayer'
 'Full controller support' 'In-App Purchases']"
228180,366.38,360.77,352.71,574.0,563.0,550.0,0,29.99,5,,"['Audio Production' 'Education' 'Software Training' 'Utilities'
 'Video Production' 'Web Publishing']",[]
1147560,965.72,852.67,829.51,2348.0,1894.0,1535.0,0,9.99,5,,['Action' 'Indie'],"['Single-player' 'Full controller support' 'Steam Cloud'
 'Remote Play on Phone' 'Remote Play on Tablet' 'Remote Play on TV'
 'Family Sharing']"
1196590,1129.43,3483.48,2120.42,2457.0,7765.0,4119.0,0,29.99,5,,['Action'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Steam Trading Cards' 'Steam Cloud' 'HDR available' 'Family Sharing']"
1809540,1441.29,813.89,889.89,4214.0,1818.0,1787.0,0,29.99,5,,['Action' 'Adventure' 'Indie'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Color Alternatives' 'Custom Volume Controls' 'Adjustable Difficulty'
 'Keyboard Only Option' 'Stereo Sound' 'Steam Cloud' 'Steam Leaderboards'
 'Family Sharing']"
365360,1555.59,1309.19,1224.2,2752.0,2025.0,1939.0,0,8.99,5,,['RPG' 'Simulation' 'Strategy'],"['Single-player' 'Steam Achievements' 'Steam Trading Cards' 'Steam Cloud'
 'Remote Play on Tablet' 'Family Sharing']"
1361210,5728.1,11593.25,9943.84,15561.0,42994.0,18029.0,0,,5,,['Action' 'Adventure' 'RPG'],"['Multi-player' 'Co-op' 'Online Co-op' 'Cross-Platform Multiplayer'
 'Steam Achievements' 'Captions available' 'In-App Purchases'
 'Partial Controller Support' 'Family Sharing']"
1453840,2.15,10.88,14.11,31.0,66.0,143.0,0,,5,,['Casual' 'Indie' 'Massively Multiplayer'],"['Multi-player' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'Steam Trading Cards' 'Family Sharing']"
1649240,113.79,92.0,135.04,275.0,313.0,354.0,0,59.99,5,,['Action'],"['Single-player' 'Multi-player' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'Full controller support' 'Adjustable Text Size'
 'Camera Comfort' 'Color Alternatives' 'Custom Volume Controls'
 'Save Anytime' 'Stereo Sound' 'Subtitle Options' 'Surround Sound'
 'Steam Cloud' 'Family Sharing']"
20920,472.14,528.03,481.38,1331.0,1169.0,986.0,0,19.99,5,,['RPG'],"['Single-player' 'Steam Achievements' 'Steam Trading Cards'
 'Camera Comfort' 'Color Alternatives' 'Custom Volume Controls'
 'Adjustable Difficulty' 'Playable without Timed Input' 'Save Anytime'
 'Stereo Sound' 'Surround Sound' 'Partial Controller Support'
 'Steam Cloud' 'Steam Leaderboards' 'Family Sharing']"
214510,213.22,178.07,167.44,682.0,401.0,339.0,0,19.99,5,,['Action' 'Adventure'],"['Single-player' 'Multi-player' 'Shared/Split Screen' 'Steam Achievements'
 'Full controller support' 'Steam Cloud' 'Remote Play on Phone'
 'Remote Play on Tablet' 'Remote Play on TV' 'Remote Play Together'
 'Family Sharing']"
692850,191.89,262.45,217.52,397.0,525.0,432.0,0,,5,,['Action' 'Adventure' 'RPG'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP'
 'Shared/Split Screen PvP' 'Co-op' 'Online Co-op'
 'Shared/Split Screen Co-op' 'Shared/Split Screen' 'Steam Achievements'
 'Full controller support' 'Custom Volume Controls'
 'Adjustable Difficulty' 'Playable without Timed Input' 'Stereo Sound'
 'Subtitle Options' 'Steam Cloud' 'Remote Play on Phone'
 'Remote Play on Tablet' 'Remote Play on TV' 'Remote Play Together'
 'Family Sharing']"
3990,160.17,159.86,156.27,245.0,252.0,255.0,0,4.99,5,,['Strategy'],['Single-player' 'Family Sharing']
285310,193.66,187.89,206.29,378.0,392.0,412.0,0,5.99,5,,['Simulation' 'Strategy'],['Single-player' 'Family Sharing']
32370,397.71,401.73,304.44,768.0,705.0,523.0,0,9.99,5,,['Adventure' 'RPG'],['Single-player' 'Steam Cloud' 'Family Sharing']
404790,1100.67,1096.75,1185.44,1509.0,1456.0,1691.0,1,,5,,['Game Development'],['Partial Controller Support' 'Includes level editor']
2832330,1040.77,1065.01,938.31,1629.0,1657.0,1551.0,1,,5,,['Action' 'Casual' 'RPG' 'Free To Play'],['Single-player' 'Multi-player' 'PvP' 'In-App Purchases']
471710,1088.2,1201.0,1265.05,2000.0,1816.0,1942.0,1,,5,,['Adventure' 'Casual' 'Massively Multiplayer' 'Free To Play'],"['Multi-player' 'MMO' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Cross-Platform Multiplayer' 'Full controller support'
 'Tracked Controller Support' 'VR Supported' 'SteamVR Collectibles'
 'In-App Purchases' 'Includes level editor']"
1197260,501.91,481.41,420.8,663.0,626.0,570.0,1,,5,,['Action' 'Indie' 'Strategy' 'Free To Play'],"['Single-player' 'Steam Achievements' 'In-App Purchases'
 'Color Alternatives' 'Custom Volume Controls'
 'Playable without Timed Input' 'Save Anytime' 'Steam Cloud'
 'Steam Leaderboards']"
690830,1326.21,1064.39,1182.58,2600.0,2130.0,2497.0,0,34.99,5,,['Indie' 'Simulation' 'Strategy'],['Single-player' 'Steam Achievements' 'Steam Cloud' 'Family Sharing']
213670,315.87,342.43,354.47,631.0,801.0,726.0,0,7.49,5,,['Action' 'Adventure' 'RPG'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Remote Play on Phone' 'Remote Play on Tablet' 'Remote Play on TV'
 'Family Sharing']"
2349820,5357.6,4353.37,3755.94,11455.0,10387.0,8383.0,1,,5,,['Action' 'Adventure' 'Massively Multiplayer' 'RPG' 'Free To Play'],"['Multi-player' 'MMO' 'PvP' 'Online PvP' 'Steam Achievements'
 'In-App Purchases' 'Remote Play Together']"
339600,248.69,240.87,220.67,355.0,379.0,323.0,1,,5,,['Massively Multiplayer' 'Strategy' 'Free To Play'],"['Multi-player' 'MMO' 'PvP' 'Online PvP' 'Cross-Platform Multiplayer'
 'Steam Achievements']"
1128810,1949.14,1955.78,2108.79,3305.0,3120.0,3808.0,1,,5,,['Casual' 'Strategy' 'Free To Play'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP'
 'Shared/Split Screen PvP' 'Co-op' 'Online Co-op'
 'Shared/Split Screen Co-op' 'Shared/Split Screen'
 'Cross-Platform Multiplayer' 'Steam Achievements' 'In-App Purchases'
 'Remote Play on Phone' 'Remote Play on Tablet' 'Remote Play Together']"
15370,251.86,249.96,276.42,483.0,492.0,504.0,0,2.49,5,,['Strategy'],['Single-player' 'Family Sharing']
24200,355.25,420.28,470.34,687.0,650.0,828.0,1,,5,,['Action' 'Adventure' 'Massively Multiplayer' 'RPG' 'Free To Play'],"['Multi-player' 'MMO' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Cross-Platform Multiplayer' 'Steam Achievements'
 'Partial Controller Support']"
235460,280.21,476.95,326.03,522.0,1304.0,553.0,0,29.99,5,,['Action'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Steam Cloud' 'Family Sharing']"
1649950,46.94,87.75,71.67,99.0,220.0,157.0,0,24.99,5,,['Simulation' 'Strategy'],"['Single-player' 'Steam Achievements' 'Steam Cloud' 'Steam Leaderboards'
 'Family Sharing']"
1106840,428.91,449.34,541.07,775.0,950.0,952.0,0,14.99,5,,['Adventure' 'Casual' 'Indie' 'Simulation' 'Strategy'],"['Single-player' 'Multi-player' 'Co-op' 'Shared/Split Screen Co-op'
 'Shared/Split Screen' 'Steam Achievements' 'Steam Trading Cards'
 'Steam Workshop' 'Partial Controller Support' 'Steam Cloud'
 'Remote Play Together' 'Family Sharing']"
550,22194.49,26652.22,26208.51,50899.0,52111.0,41687.0,0,9.99,5,,['Action'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'Full controller support' 'Steam Trading Cards'
 'Captions available' 'Steam Workshop' 'Camera Comfort'
 'Color Alternatives' 'Custom Volume Controls' 'Adjustable Difficulty'
 'Playable without Timed Input' 'Stereo Sound' 'Surround Sound'
 'Steam Cloud' 'Valve Anti-Cheat enabled' 'Stats' 'Includes Source SDK'
 'Commentary available' 'Remote Play on Phone' 'Remote Play on Tablet'
 'Remote Play on TV' 'Remote Play Together' 'Family Sharing'
 'Steam Timeline']"
386940,645.44,524.77,764.31,2048.0,1918.0,2195.0,0,14.99,5,,['Action' 'Casual' 'Indie'],"['Multi-player' 'PvP' 'Online PvP' 'Shared/Split Screen PvP' 'Co-op'
 'Online Co-op' 'Shared/Split Screen Co-op' 'Shared/Split Screen'
 'Cross-Platform Multiplayer' 'Steam Achievements'
 'Full controller support' 'Steam Trading Cards' 'Steam Cloud'
 'Includes level editor' 'Remote Play on TV' 'Remote Play Together'
 'Family Sharing']"
360430,1145.43,950.16,862.27,2582.0,2151.0,1635.0,0,29.99,5,,['Action' 'Adventure'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Steam Trading Cards' 'Steam Cloud' 'Remote Play on Tablet'
 'Remote Play on TV' 'Family Sharing']"
3052450,470.68,565.34,606.59,1193.0,1040.0,1170.0,1,,5,,['RPG' 'Strategy' 'Free To Play'],['Single-player' 'Multi-player' 'PvP' 'In-App Purchases']
3480,232.21,230.95,212.46,452.0,381.0,369.0,0,4.99,5,,['Casual'],"['Single-player' 'Remote Play on Phone' 'Remote Play on Tablet'
 'Family Sharing']"
4760,657.44,665.42,642.38,1142.0,1141.0,1096.0,0,,5,,['Strategy'],['Single-player' 'Multi-player' 'Steam Trading Cards' 'Family Sharing']
333640,314.37,371.07,362.22,540.0,620.0,576.0,0,29.99,5,,['Adventure' 'Indie' 'RPG' 'Strategy'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Steam Workshop' 'Steam Cloud' 'Steam Leaderboards'
 'Includes level editor' 'Family Sharing']"
1284410,523.57,547.65,511.63,853.0,919.0,829.0,1,,5,,['RPG' 'Strategy' 'Free To Play'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP'
 'Cross-Platform Multiplayer' 'Steam Achievements' 'Steam Trading Cards'
 'In-App Purchases' 'Camera Comfort' 'Color Alternatives'
 'Custom Volume Controls' 'Mouse Only Option'
 'Playable without Timed Input' 'Stereo Sound' 'Surround Sound'
 'Partial Controller Support' 'Remote Play on Tablet']"
1799520,11.55,8.96,8.46,23.0,20.0,22.0,0,6.99,5,,"['Casual' 'Indie' 'RPG' 'Simulation' 'Design & Illustration' 'Education'
 'Software Training' 'Utilities' 'Game Development']","['Single-player' 'Steam Achievements' 'Steam Trading Cards' 'Steam Cloud'
 'Family Sharing']"
2205850,176.99,118.22,96.74,458.0,250.0,205.0,0,,5,,['Adventure' 'Casual' 'Indie' 'RPG' 'Strategy'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Steam Trading Cards' 'Steam Cloud' 'Stats' 'Steam Leaderboards'
 'Family Sharing']"
632360,10521.08,7151.16,7255.97,18254.0,12610.0,11524.0,0,24.99,5,,['Action' 'Indie'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Full controller support' 'Steam Trading Cards' 'Adjustable Text Size'
 'Camera Comfort' 'Custom Volume Controls' 'Adjustable Difficulty'
 'Stereo Sound' 'Surround Sound' 'Steam Cloud' 'Steam Leaderboards'
 'Remote Play on Phone' 'Remote Play on Tablet' 'Remote Play on TV'
 'Family Sharing']"
24790,372.71,336.35,330.31,717.0,590.0,547.0,0,,5,,['Action' 'Strategy'],"['Single-player' 'Steam Workshop' 'Steam Cloud' 'Includes level editor'
 'Family Sharing']"
2853730,216.07,212.26,864.94,502.0,651.0,1959.0,0,5.99,5,,['Action' 'RPG'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'Full controller support' 'Captions available'
 'In-App Purchases' 'HDR available']"
1601580,1083.94,548.49,513.9,2838.0,1260.0,900.0,0,44.99,5,,['Simulation' 'Strategy'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Steam Trading Cards' 'Steam Workshop' 'Adjustable Text Size'
 'Custom Volume Controls' 'Adjustable Difficulty' 'Save Anytime'
 'Stereo Sound' 'Surround Sound' 'Steam Cloud' 'Family Sharing']"
2315690,394.88,294.64,245.26,647.0,483.0,352.0,0,,5,,['Simulation' 'Sports'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP'
 'Shared/Split Screen PvP' 'Co-op' 'Online Co-op'
 'Shared/Split Screen Co-op' 'Shared/Split Screen' 'Steam Achievements'
 'In-App Purchases' 'Partial Controller Support' 'Steam Cloud'
 'Remote Play Together' 'Family Sharing']"
488210,24.85,1.92,0.66,104.0,18.0,12.0,0,0.99,5,,['Action' 'Racing' 'Simulation' 'Sports'],"['Single-player' 'Steam Achievements' 'Steam Trading Cards'
 'Family Sharing']"
705210,578.54,519.85,400.11,1637.0,1707.0,1170.0,1,,5,,['Action' 'Casual' 'Indie' 'Racing'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP'
 'Shared/Split Screen PvP' 'Cross-Platform Multiplayer'
 'Steam Achievements' 'Steam Workshop' 'Partial Controller Support'
 'Steam Cloud' 'Stats' 'Steam Leaderboards' 'Includes level editor'
 'Remote Play Together']"
1693980,664.79,660.46,842.22,1445.0,1964.0,1720.0,0,59.99,5,,['Action' 'Adventure'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Camera Comfort' 'Color Alternatives' 'Custom Volume Controls'
 'Adjustable Difficulty' 'Keyboard Only Option' 'Stereo Sound'
 'Subtitle Options' 'Surround Sound' 'Steam Cloud' 'HDR available'
 'Family Sharing']"
1157700,104.51,105.57,102.38,179.0,164.0,166.0,0,19.99,5,,['Simulation' 'Sports' 'Strategy' 'Early Access'],"['Single-player' 'Steam Achievements' 'Steam Workshop'
 'Includes level editor' 'Family Sharing']"
842980,226.68,220.91,203.34,367.0,386.0,330.0,1,,5,,['Adventure' 'Indie' 'Massively Multiplayer' 'RPG' 'Free To Play'],"['Multi-player' 'PvP' 'Online PvP' 'Cross-Platform Multiplayer'
 'Steam Achievements']"
1611600,1133.15,990.55,787.59,2282.0,1876.0,1411.0,0,15.99,5,,['Action' 'Indie' 'Simulation' 'Strategy'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'Steam Cloud' 'Family Sharing']"
2344520,15384.41,6858.77,14228.59,37361.0,15534.0,34516.0,0,49.99,5,,['Action' 'RPG'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Cross-Platform Multiplayer' 'Steam Achievements'
 'Full controller support' 'In-App Purchases' 'Adjustable Text Size'
 'Camera Comfort' 'Color Alternatives' 'Adjustable Difficulty'
 'Keyboard Only Option' 'Mouse Only Option' 'Narrated Game Menus'
 'Playable without Timed Input' 'Save Anytime' 'Stereo Sound'
 'Subtitle Options']"
2780980,552.18,464.82,572.03,1406.0,1121.0,1378.0,0,9.99,5,,['Action' 'Casual' 'Indie' 'Strategy'],"['Multi-player' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Steam Trading Cards' 'Family Sharing']"
475150,758.88,727.65,782.67,1525.0,1486.0,1545.0,0,19.99,5,,['Action' 'RPG'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'Steam Trading Cards' 'Steam Workshop'
 'Partial Controller Support' 'Steam Cloud' 'Includes level editor'
 'Family Sharing']"
2325290,3248.46,3267.43,2938.2,5516.0,6549.0,6475.0,1,,5,,"['Adventure' 'Casual' 'Indie' 'Massively Multiplayer' 'RPG' 'Free To Play'
 'Early Access']","['Single-player' 'Multi-player' 'MMO' 'Co-op' 'Online Co-op'
 'Cross-Platform Multiplayer' 'Full controller support' 'In-App Purchases'
 'HDR available']"
307960,263.28,201.04,193.09,629.0,524.0,475.0,0,49.99,5,,['Action' 'Simulation'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'VR Supported' 'Steam Trading Cards' 'Camera Comfort'
 'Custom Volume Controls' 'Adjustable Difficulty'
 'Playable without Timed Input' 'Stereo Sound' 'Surround Sound'
 'Partial Controller Support' 'Includes level editor' 'Family Sharing']"
1331550,490.47,474.84,440.56,969.0,1017.0,877.0,0,22.99,5,,['Indie' 'Simulation' 'Early Access'],"['Single-player' 'Steam Achievements' 'Steam Workshop' 'Steam Cloud'
 'Family Sharing']"
2630,168.43,166.29,154.82,354.0,384.0,322.0,0,19.99,5,,['Action'],['Single-player' 'Multi-player' 'Family Sharing']
1264710,148.5,151.03,147.33,239.0,268.0,248.0,0,19.99,5,,['Casual' 'Simulation'],['Single-player' 'Steam Achievements' 'Steam Cloud' 'Family Sharing']
240720,210.88,239.07,294.52,432.0,498.0,515.0,0,7.99,5,,['Action'],"['Single-player' 'Partial Controller Support' 'Commentary available'
 'Remote Play on Phone' 'Remote Play on Tablet' 'Family Sharing']"
719890,1114.02,1058.14,947.83,1772.0,1774.0,1389.0,0,,5,,['Adventure' 'Indie' 'Massively Multiplayer' 'Simulation' 'Early Access'],"['Multi-player' 'PvP' 'Online PvP' 'Full controller support'
 'Family Sharing']"
850170,347.0,291.52,304.59,655.0,612.0,591.0,1,,5,,['Action' 'Strategy' 'Free To Play'],"['Single-player' 'Multi-player' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'In-App Purchases']"
1262540,242.78,192.24,223.99,548.0,439.0,499.0,0,29.99,5,,['Action' 'Adventure' 'Racing' 'Simulation'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'Full controller support' 'Steam Trading Cards']"
287390,479.62,392.85,441.13,1140.0,879.0,890.0,0,1.99,5,,['Action'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Steam Trading Cards' 'Steam Cloud' 'Remote Play on TV' 'Family Sharing']"
1282270,2750.88,2429.44,2363.95,5234.0,5729.0,4555.0,1,,5,,['Action' 'Massively Multiplayer' 'Free To Play'],"['Multi-player' 'MMO' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Cross-Platform Multiplayer' 'Steam Trading Cards' 'Captions available'
 'In-App Purchases']"
2434730,69.48,89.71,128.2,134.0,147.0,205.0,0,0.79,5,,"['Action' 'Indie' 'Animation & Modeling' 'Design & Illustration'
 'Utilities']",['Single-player' 'Steam Workshop' 'Partial Controller Support']
470220,212.5,243.45,214.93,502.0,632.0,519.0,0,3.99,5,,['Casual'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP'
 'Shared/Split Screen PvP' 'Co-op' 'Online Co-op'
 'Shared/Split Screen Co-op' 'Steam Achievements'
 'Full controller support' 'Steam Trading Cards' 'Remote Play on Phone'
 'Remote Play on Tablet' 'Remote Play on TV' 'Remote Play Together']"
799600,570.96,462.91,472.63,961.0,838.0,2085.0,0,19.99,5,,['Simulation' 'Strategy' 'Early Access'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'LAN PvP' 'Co-op'
 'Online Co-op' 'LAN Co-op' 'Steam Workshop' 'Camera Comfort'
 'Color Alternatives' 'Custom Volume Controls' 'Adjustable Difficulty'
 'Playable without Timed Input' 'Save Anytime' 'Steam Cloud'
 'Family Sharing']"
242050,843.49,884.86,1152.37,1820.0,1976.0,2631.0,0,39.99,5,,['Action' 'Adventure'],"['Single-player' 'Multi-player' 'Steam Achievements' 'In-App Purchases'
 'Stereo Sound' 'Surround Sound']"
1549970,575.37,316.81,242.98,2300.0,791.0,539.0,0,5.99,5,,['Action' 'RPG'],"['Single-player' 'Multi-player' 'Co-op' 'Online Co-op'
 'Cross-Platform Multiplayer' 'Steam Achievements'
 'Full controller support' 'Steam Cloud' 'Family Sharing']"
2842040,824.14,706.55,612.72,2423.0,1906.0,1676.0,0,20.99,5,,['Action' 'Adventure'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Captions available' 'In-App Purchases' 'HDR available']"
48190,341.96,278.08,298.72,801.0,546.0,580.0,0,4.99,5,,['Action' 'Adventure'],['Single-player' 'Multi-player' 'Partial Controller Support']
1211020,695.06,777.17,831.9,1535.0,1466.0,1436.0,0,24.99,5,,['Action' 'Adventure' 'Casual' 'Indie' 'Simulation'],"['Single-player' 'Multi-player' 'Co-op' 'Online Co-op'
 'Shared/Split Screen Co-op' 'Shared/Split Screen' 'Steam Achievements'
 'Full controller support' 'Steam Trading Cards' 'Steam Workshop'
 'Steam Cloud' 'Remote Play on TV' 'Family Sharing']"
1238810,7097.18,6012.66,6337.49,20249.0,16073.0,14940.0,0,49.99,5,,['Action'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'Steam Achievements'
 'Full controller support' 'Steam Trading Cards' 'HDR available']"
359550,51085.1,80447.23,74145.09,88409.0,141309.0,111052.0,1,,5,,['Action' 'Free To Play'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Full controller support' 'Steam Trading Cards' 'In-App Purchases'
 'Remote Play on Phone' 'Remote Play on Tablet']"
800270,383.54,376.13,363.95,711.0,712.0,686.0,0,19.99,5,,['Strategy'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP'
 'Shared/Split Screen PvP' 'Steam Achievements' 'Steam Turn Notifications'
 'Remote Play Together' 'Family Sharing']"
2186320,321.07,300.23,276.51,643.0,495.0,502.0,0,6.99,5,,['Casual' 'Indie' 'Simulation' 'Early Access'],"['Single-player' 'Steam Achievements' 'Steam Workshop' 'Camera Comfort'
 'Custom Volume Controls' 'Playable without Timed Input' 'Save Anytime'
 'Steam Cloud' 'Stats' 'Includes level editor' 'Family Sharing']"
646910,966.61,930.86,951.49,1781.0,1905.0,1669.0,0,8.99,5,,['Action' 'Massively Multiplayer' 'Racing'],"['Single-player' 'Multi-player' 'MMO' 'PvP' 'Online PvP' 'Co-op'
 'Online Co-op' 'Steam Achievements' 'Captions available'
 'In-App Purchases' 'Partial Controller Support' 'Remote Play on Phone'
 'Remote Play on Tablet']"
480490,393.66,298.72,305.63,859.0,546.0,584.0,0,29.99,5,,['Action' 'Adventure'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Steam Trading Cards' 'Color Alternatives' 'Save Anytime' 'Stereo Sound'
 'Surround Sound' 'Steam Cloud' 'Remote Play on TV' 'Family Sharing']"
865360,120.91,165.12,175.25,399.0,573.0,449.0,0,4.93,5,,['Adventure' 'Casual' 'Indie'],"['Multi-player' 'Co-op' 'Online Co-op' 'Cross-Platform Multiplayer'
 'Steam Achievements' 'Steam Trading Cards' 'Custom Volume Controls'
 'Subtitle Options' 'Partial Controller Support' 'Steam Cloud'
 'Family Sharing']"
1151340,6279.71,7466.73,6950.99,11556.0,13576.0,13062.0,0,39.99,5,,['RPG'],"['Multi-player' 'MMO' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'In-App Purchases' 'Playable without Timed Input'
 'Stereo Sound' 'Surround Sound' 'Partial Controller Support'
 'Remote Play on Tablet']"
897330,501.17,499.99,477.58,863.0,797.0,795.0,1,,5,,['Casual' 'Indie' 'Free To Play'],['Single-player' 'Steam Achievements' 'Steam Cloud']
1245560,461.65,276.24,225.23,1107.0,673.0,489.0,0,24.99,5,,['Indie' 'RPG' 'Simulation'],"['Single-player' 'Multi-player' 'Co-op' 'Online Co-op'
 'Cross-Platform Multiplayer' 'Steam Achievements'
 'Partial Controller Support' 'Steam Cloud' 'Family Sharing']"
784080,699.95,644.66,938.41,1218.0,1439.0,1711.0,0,29.99,5,,['Action' 'Simulation'],"['Single-player' 'Multi-player' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'Steam Workshop' 'Partial Controller Support'
 'Family Sharing']"
1318690,206.03,296.39,719.06,368.0,561.0,2154.0,0,0.99,5,,['Casual' 'Indie' 'Simulation' 'Strategy'],"['Single-player' 'Steam Achievements' 'Adjustable Text Size'
 'Camera Comfort' 'Color Alternatives' 'Custom Volume Controls'
 'Keyboard Only Option' 'Mouse Only Option' 'Playable without Timed Input'
 'Save Anytime' 'Subtitle Options' 'Steam Cloud' 'Family Sharing']"
2384580,2103.57,1907.32,1799.1,5630.0,4847.0,4813.0,0,69.99,5,,['Action' 'RPG' 'Strategy'],"['Single-player' 'Steam Achievements' 'Full controller support'
 'Steam Trading Cards' 'Color Alternatives' 'Custom Volume Controls'
 'Adjustable Difficulty' 'Stereo Sound' 'Surround Sound' 'Steam Cloud'
 'HDR available' 'Family Sharing']"
1644320,265.65,305.79,361.15,515.0,764.0,750.0,0,49.99,5,,['Simulation' 'Strategy'],"['Single-player' 'Multi-player' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'Steam Trading Cards' 'Partial Controller Support'
 'Steam Cloud' 'Stats' 'Steam Leaderboards' 'Family Sharing']"
585420,992.01,1137.34,1109.08,2029.0,2381.0,2008.0,0,24.99,5,,['Action' 'Adventure' 'Indie' 'Racing' 'Simulation'],"['Single-player' 'Multi-player' 'PvP' 'Online PvP' 'Co-op' 'Online Co-op'
 'Steam Achievements' 'Full controller support' 'Steam Trading Cards'
 'Steam Workshop' 'Steam Cloud' 'Steam Leaderboards' 'Remote Play on TV'
 'Family Sharing']"
1928980,266.22,198.78,221.79,585.0,460.0,459.0,0,5.99,5,,['Action' 'Adventure' 'RPG' 'Early Access'],"['Single-player' 'Multi-player' 'Co-op' 'Online Co-op' 'LAN Co-op'
 'Steam Achievements' 'Partial Controller Support' 'Steam Cloud'
 'Family Sharing']"
632810,2840.24,2592.33,2647.54,5701.0,4542.0,4447.0,1,,5,,['Audio Production' 'Utilities'],['Game demo']
1817070,1236.94,1362.8,2348.74,2075.0,3890.0,4700.0,0,,5,,['Action' 'Adventure' 'Casual'],"['Single-player' 'Steam Achievements' 'Adjustable Text Size'
 'Camera Comfort' 'Color Alternatives' 'Custom Volume Controls'
 'Adjustable Difficulty' 'Playable without Timed Input' 'Save Anytime'
 'Stereo Sound' 'Subtitle Options' 'Surround Sound'
 'Partial Controller Support' 'Steam Cloud' 'Remote Play on TV'
 'Family Sharing']"
42700,356.09,419.47,403.9,720.0,772.0,683.0,0,39.99,5,,['Action'],"['Single-player' 'Multi-player' 'Co-op' 'Steam Achievements'
 'Partial Controller Support' 'Valve Anti-Cheat enabled' 'Family Sharing']"
